L.p.;NAZWA URZĘDU;WOJEWÓDZTWO;POWIAT;MIEJSCOWOŚĆ;ULICA;NR DOMU;KOD POCZTOWY;NR TELEFONU wraz z nr kierunkowym;NR TELEFONU 2 wraz z nr kierunkowym;NR FAXU        wraz z nr kierunkowym;NR FAXU 2       wraz z nr kierunkowym;ADRES E-MAIL URZĘDU;ADRES 2 E-MAIL URZĘDU;ADRES WWW URZĘDU;SZEROKOŚĆ GEOGRAFICZNA;DŁUGOŚĆ GEOGRAFICZNA
1111.;Komenda Wojewódzka Policji w Białymstoku;podlaskie;;Białystok;Sienkiewicza;65; 15-003 ;47 711 29 00;;477 113 161;;kwp@bk.policja.gov.pl;;http://www.podlaska.policja.gov.pl/;53.1389;23.1690
1112.;Kuratorium Oświaty w Białymstoku;podlaskie;;Białystok;Rynek Kościuszki;9;15-950;85 748 48 48;;85 748 48 49;;kuratorium@kuratorium.bialystok.pl;;https://www.kuratorium.bialystok.pl/;53.1320;23.1597
1113.;Wojewódzki Inspektorat Farmaceutyczny w Białymstoku;podlaskie;;Białystok;Kombatantów;4;15-110;85 662 37 36;85 662 37 26;85 662 37 26;;inspektorat@bialystok.wif.gov.pl;;http://wif.pbip.pl/;53.1507;23.1598
1114.;Wojewódzki Inspektorat Ochrony Roślin i Nasiennictwa w Białymstoku;podlaskie;;Białystok;Zwycięstwa;26B;15-959;85 652 11 54;85 652 12 45;85 651 18 77;;wi-bialystok@piorin.gov.pl;;http://piorin.gov.pl/wiorin/podlaskie/;53.1379;23.1293
1115.;Wojewódzki Inspektorat Nadzoru Budowlanego w Białymstoku;podlaskie;;Białystok;Handlowa;6;15-399;85 748 12 70;;;;sekretariat@winb.bialystok.pl;;http://www.winb.bialystok.pl/;53.1168;23.1161
1116.;Wojewódzka Inspekcja Geodezyjna i Kartograficzna w Białymstoku;podlaskie;;Białystok;Adama Mickiewicza;3;15-213;85 743 9 401;;85 743 94 85 ;;"sekretariatWG@bialystok.uw.gov.pl  

sekretariatWG@bialystok.uw.gov.pl  

";;https://www.gov.pl/web/uw-podlaski/wojewodzka-inspekcja-geodezyjna-i-kartograficzna;53.1279;23.1698
1117.;Wojewódzki Inspektorat Ochrony Środowiska w Białymstoku;podlaskie;;Białystok;Ciołkowskiego;2 \ 3;15-264;85 742 53 78  ;;85 742 21 04;;sekretariat@wios.bialystok.pl;kancelaria@wios.bialystok.pl;http://www.wios.bialystok.pl/;53.1078;23.1616
1118.;Wojewódzki Inspektorat Inspekcji Handlowej w Białymstoku;podlaskie;;Białystok;Żelazna;9 lok. 1U;15-297;85 742 80 52;;85 742 80 59;;inspekcja.handlowa@bialystok.wiih.gov.pl;;http://www.bialystok.wiih.gov.pl/;53.1249;23.1532
1119.;Wojewódzki Inspektorat Jakości Handlowej Artykułów Rolno-Spożywczych w Białymstoku;podlaskie;;Białystok;Antoniukowska;11;15-740;85 747 97 40;;85 747 97 49;;wi_bialystok@ijhars.gov.pl;;http://wijhar.pbip.pl/;53.1404;23.1372
1120.;Wojewódzki Inspektorat Weterynarii w Białymstoku;podlaskie;;Białystok;Zwycięstwa;26a;15-959;85 651 02 29;85 651 03 37;85 652 40 14;;bialystok.wiw@wetgiw.gov.pl;sekretariat@wiw.bianet.com.pl;http://www.bialystok.wiw.gov.pl/;53.1381;23.1276
1121.;Wojewódzki Urząd Ochrony Zabytków w Białymstoku;podlaskie;;Białystok;Dojlidy Fabryczne;23;15-554;85 741 23 32;85 732 65 46;85 732 75 62;;sekretariat@wuoz.bialystok.pl ;;http://wosoz.pbip.pl/;53.1137;23.2026
1122.;Wojewódzki Inspektorat Transportu Drogowego w Białymstoku;podlaskie;;Białystok;Kombatantów;4;15-110;85 662 30 77;;85 662 30 53;;witd@bialystok.witd.gov.pl;;http://www.bialystok.witd.gov.pl/;53.1507;23.1598
1123.;Wojewódzka Stacja Sanitarno - Epidemiologiczna w Białymstoku;podlaskie;;Białystok;Legionowa;8;15-099;85 740 85 40;85 732 70 22;85 740 48 99;;sekretariat@bialystok.wsse.gov.pl;;http://www.gov.pl/web/wsse-bialystok;53.1309;23.1603
1124.;Komenda Miejska PSP w Białymstoku;podlaskie;;Białystok;Warszawska ;3;15-062 ;47 711 71 02;47 711 72 10;85 676 99 89;;kmpspbk@straz.bialystok.pl;;http://www.bialystok.straz.bialystok.pl/;53.1356;23.1670
1125.;Komenda Miejska PSP w Łomży;podlaskie;łomżyński;Łomża;Sikorskiego;48/ 94;18-400;86 216 77 69;86 215 02 20;47 711 74 03;;kmpsplo@straz.bialystok.pl;kmpsplo@straz.lomza.pl;http://www.straz.lomza.pl/;53.1813;22.0564
1126.;Komenda Miejska PSP w Suwałkach;podlaskie;suwalski;Suwałki;Wincentego Witosa;10;16-400;47 711 75 01;47 711 75 10;47 711 75 03;;sekretariat@kmpsp.suwalki.pl;msk@kmpsp.suwalki.pl;http://kmpspsuw.webd.pl;54.1180;22.9350
1127.;Komenda Powiatowa PSP w Augustowie;podlaskie;augustowski;Augustów;Brzostowskiego;2;16-300;47 711 80 01;47 711 80 10;47 711 80 03;;kppspau@straz.bialystok.pl;;http://www.augustow.straz.bialystok.pl/;53.8391;22.9901
1128.;Komenda Powiatowa PSP w Bielsku Podlaskim;podlaskie;bielski;Bielsk Podlaski;Poniatowskiego;11;17-100;47 711 80 51;47 711 80 52;47 711 80 59;;kppspbp@straz.bialystok.pl;;http://www.bielskpodlaski.straz.bialystok.pl/;52.7667;23.1941
1129.;Komenda Powiatowa PSP w Grajewie;podlaskie;grajewski;Grajewo;Wojska Polskiego;74;19-203;47 711 81 01;47 711 81 02;47 711 81 03;;kppspgr@straz.bialystok.pl;;http://www.grajewo.straz.bialystok.pl/;53.6397;22.4697
1130.;Komenda Powiatowa PSP w Hajnówce;podlaskie;hajnowski;Hajnówka;11-go Listopada;4;17-200;47 711 81 51;47 711 81 60;47 711 81 53;;kppspha@straz.bialystok.pl;;http://www.hajnowka.straz.bialystok.pl/;52.7438;23.5910
1131.;Komenda Powiatowa PSP w Kolnie;podlaskie;kolneński;Kolno;Strażacka ;3;18-500;47 711 82 01;47 711 81 10;47 711 82 031;;kppspko@straz.bialystok.pl;;http://www.kolno.straz.bialystok.pl;53.4080;21.9335
1132.;Komenda Powiatowa PSP w Mońkach;podlaskie;moniecki ;Mońki;Mickiewicza;18;19-100;47 711 82 51;47 711 82 60;47 711 82 59;;kppspmo@straz.bialystok.pl;;http://www.monki.straz.bialystok.pl/;53.4017;22.8018
1133.;Komenda Powiatowa PSP w Sejnach;podlaskie;sejneński;Sejny;Strażacka;2;16-500;47 711 83 01;47 711 83 10;47 711 83 09;;kppspse@straz.bialystok.pl;;http://www.psp.sejny.pl;54.1071;23.3513
1134.;Komenda Powiatowa PSP w Siemiatyczach;podlaskie;siemiatycki;Siemiatycze;11 Listopada ;31;17-300;47 711 83 51;47 711 83 60;47 711 83 59;;kppspsi@straz.bialystok.pl;;http://www.siemiatycze.straz.bialystok.pl/;52.4250;22.8649
1135.;Komenda Powiatowa PSP w Sokółce;podlaskie;sokólski;Sokółka;Plac Kościuszki;4;16-100;47 711 84 01;85 722 99 00;47 711 84 03;;kppspso@straz.bialystok.pl;;http://www.sokolka.straz.bialystok.pl/;53.4045;23.4969
1136.;Komenda Powiatowa PSP w Wysokiem Mazowieckiem;podlaskie;wysokomazowiecki;Wysokie Mazowieckie;Mickiewicza;6;18-200;47 711 84 51;47 711 84 53;47 711 84 53;;kppspwm.sekretariat@straz.bialystok.pl;;http://www.wysokiemazowieckie.straz.bialystok.pl/;52.9136;22.5141
1137.;Komenda Powiatowa PSP w Zambrowie;podlaskie;zambrowski;Zambrów;Sadowa ;4;18-300;47 711 85 01;86 276 31 80;47 711 85 03;;kppspza@straz.bialystok.pl;;http://www.zambrow.straz.bialystok.pl/;52.9871;22.2425
1138.;Komenda Miejska Policji w Białymstoku;podlaskie;białostcki;Białystok;Bema;4;15-369;85 670 34 00;;85 670 24 26;;kmp@bialystok.bk.policja.gov.pl;;http://www.bialystok.policja.gov.pl/;53.1259;23.1483
1139.;Komenda Miejska Policji w Białymstoku;podlaskie;białostcki;Białystok;Bema;4;15-369;477 112 473;;477 113 441;;kmp@bialystok.bk.policja.gov.pl;;http://www.bialystok.policja.gov.pl/;53.1259;23.1483
1140.;Komenda Miejska Policji w Łomży;podlaskie;łomżyński;Łomża;Wojska Polskiego;9;18-400 ;477 171 212;;477 171 215;;kmp@lomza.bk.policja.gov.pl ;komendant.kmp@lomza.bk.policja.gov.pl;http://www.lomza.policja.gov.pl/;53.1798;22.0717
1141.;Komenda Miejska Policji w Suwałkach;podlaskie;suwalski;Suwałki;Puławskiego;26;16-400 ;477 141 212;;4 707 141 215;;kmp@suwalki.bk.policja.gov.pl;;http://www.suwalki.policja.gov.pl/;54.1169;22.9373
1142.;Komenda Powiatowa Policji w Augustowie;podlaskie;augustowski;Augustów;Brzostowskiego;6;16-300;477 156 212;;477 156 215;;kpp@augustow.bk.policja.gov.pl;;http://www.augustow.policja.gov.pl/;53.8380;22.9890
1143.;Komenda Powiatowa Policji w Bielsku Podlaskim;podlaskie;bielski;Bielsk Podlaski;Kopernika;7;17-100;477 125 212;;477 125 215;;kpp@bielsk-podl.bk.policja.gov.pl;;http://www.bielsk-podlaski.policja.gov.pl/;52.7678;23.1939
1144.;Komenda Powiatowa Policji w Grajewie;podlaskie;grajewski;Grajewo;Wojska Polskiego;74 A;19-200;477 184 212;;477 184 215;;kpp.grajewo@grajewo.policja.gov.pl;;http://www.grajewo.policja.gov.pl/;53.6394;22.4687
1145.;Komenda Powiatowa Policji w Hajnówce;podlaskie;hajnowski;Hajnówka;Armi Krajowej ;1;17-200;477 126 212;;477 126 215;;kpp@hajnowka.bk.policja.gov.pl;;http://www.hajnowka.policja.gov.pl/;52.7338;23.5909
1146.;Komenda Powiatowa Policji w Kolnie;podlaskie;kolneński;Kolno;Wojska Polskiego;29;18-500;477 182 212;;477 182 215;;kpp@kolno.bk.policja.gov.pl;;http://www.kolno.policja.gov.pl/;53.4089;21.9306
1147.;Komenda Powiatowa Policji w Sejnach;podlaskie;sejneński;Sejny;1-go Maja;13;16-500;477 153 212;;477 153 215;;komendant.kpp@sejny.bk.policja.gov.pl olicja.gov.pl;;http://www.sejny.policja.gov.pl/;54.1034;23.3511
1148.;Komenda Powiatowa Policji w Siemiatyczach;podlaskie;siemiatycki;Siemiatycze;Zielona;3;17-300;477 122 212;;477 122 215;;kpp.siemiatycze@siemiatycze.bk.policja.gov.pl;;http://www.siemiatycze.policja.gov.pl/;52.4250;22.8556
1149.;Komenda Powiatowa Policji w Sokółce;podlaskie;sokólski;Sokółka;Białostocka ;69b;16-100;477 123 212;;477 123 215;;komendant.kpp@sokolka.bk.policja.gov.pl;;http://www.sokolka.policja.gov.pl/;53.4020;23.4890
1150.;Komenda Powiatowa Policji w Wysokiem Mazowieckiem;podlaskie;wysokiemazowiecki;Wysokie Mazowieckie;Ludowa;13;18-200;477 183 212;;477 183 215;;kpp@wysokie-maz.bk.policja.gov.pl;dyzurny.kpp@wysokie-maz.bk.policja.gov.pl;http://www.wysokie-mazowieckie.policja.gov.pl/;52.9157;22.5149
1151.;Komenda Powiatowa Policji w Zambrowie;podlaskie;zambrowski;Zambrów;Wojska Polskiego ;4a;18-300;477 185 212;;477 185 215;;dyzurny.kp@zambrow.bk.policja.gov.pl;kpp@zambrow.bk.policja.gov.pl;http://www.zambrow.policja.gov.pl/;52.9791;22.2448
1152.;Powiatowy Inspektorat Nadzoru Budowlanego w Augustowie;podlaskie;augustowski;Augustów;Młyńska;52;16-300;87 643 02 99;;87 643 02 99;;pinb@st.augustow.wrotapodlasia.pl;;https://pinbaugustow.bip.gov.pl/;53.8421;22.9858
1153.;Powiatowy Inspektorat Nadzoru Budowlanego w Bielsku Podlaskim;podlaskie;bielski ;Bielsk Podlaski;3-go Maja ;17;17-100;85 833 26 78;85 833 26 79;85 833 26 78;;pinb@powiatbielski.pl;;brak strony internetowej;52.7704;23.1856
1154.;Powiatowy Inspektorat Nadzoru Budowlanego w Grajewie;podlaskie;grajewski;Grajewo;Wojska Polskiego;74 C;19-200 ;86 261 90 58;;86 273 84 62;;pinbgrajewo@interia.pl;;https://www.starostwograjewo.pl/pl/3424/powiat_inspek_nadzor_budowl.html;53.6490;22.4470
1155.;Powiatowy Inspektorat Nadzoru Budowlanego w Hajnówce;podlaskie;hajnowski;Hajnówka;Piłsudskiego;10 lok. 49;17-200;85 682 49 41 ;;85 682 22 32;;pinb@powiat.hajnowka.pl;;http://bip.st.hajnowka.wrotapodlasia.pl/jedn_org/pinb.html;52.7354;23.5915
1156.;Powiatowy Inspektorat Nadzoru Budowlanego w Łomży ;podlaskie;łomzyński;Łomża;Szosa Zambrowska ;1 \27 ;18-400 ;86 215 69 37;86 215 69 36;86 215 69 04;;pinb.lomza@wp.pl;;http://www.powiatlomzynski.pl/bip/index.php?k=72;53.1735;22.0803
1157.;Powiatowy Inspektorat Nadzoru Budowlanego w Sejnach;podlaskie;sejneński;Sejny;Piłsudskiego ;34;16-500 ;87 567 05 94;;87 567 05 94;;pinb@powiat.sejny.pl;;https://pinbsejny.bip.gov.pl/;54.1056;23.3504
1158.;Powiatowy Inspektorat Nadzoru Budowlanego w Siemiatyczach;podlaskie;siemiatycki;Siemiatycze;Legionów Piłsudskiego ;3 pok 219 ;17-300;85 656 65 32;85 656 65 34;85 656 65 01;;pinb@siemiatycze.pl;;https://pinb_siemiatycze.bip.gov.pl;52.4226;22.8632
1159.;Powiatowy Inspektorat Nadzoru Budowlanego w Sokółce;podlaskie;sokólski;Sokółka;Piłsudskiego;8 lok. 58;16-100;85 711 08 54;85 711 96 21;85 711 96 21;;biuro@pinb-sokolka.pl;;pinb-sokolka.bip.gov.pl ;53.4085;23.4956
1160.;Powiatowy Inspektorat Nadzoru Budowlanego w Suwałkach;podlaskie;suwalski;Suwałki;Świerkowa;45;16-400;87 563 10 00;;87 563 10 00;;pinbpz.suwalki@neostrada.pl;;http://www.powiat.suwalski.pl/kat/interesanci/powiatowy-inspektor-nadzoru-budowlanego;54.1172;22.9386
1161.;Powiatowy Inspektorat Nadzoru Budowlanego w Wysokiem Mazowieckiem;podlaskie;wysokomazowiecki;Wysokie Mazowieckie; Mickiewicza  ;1;18-200;86 306 71 04;;;;pinb@wysokomazowiecki.pl;;https://pinbwysokomazowiecki.bip.gov.pl/;52.9156;22.5142
1162.;Powiatowy Inspektorat Nadzoru Budowlanego w Zambrowie;podlaskie;zambrowski;Zambrów;Fabryczna;3 lok 127;18-300;86 475 06 43;;86 271 20 92;;pinb@powiatzambrowski.com;;https://pinb.powiatzambrowski.com/;52.9755;22.2477
1163.;Powiatowy Inspektorat Nadzoru Budowlanego w Kolnie;podlaskie;kolneński;Kolno;11 Lisopada;1;18-500;86 278 48 95;;86 278 20 92;;pinbkolno@wp.pl;;https://pinbkolnomk.bip.gov.pl/;53.4124;21.9285
1164.;Powiatowy Inspektorat Nadzoru Budowlanego w Mońkach ;podlaskie;moniecki ;Mońki;Al. Niepodległości ;3;19-100;85 716 54 00;;85 716 54 00;;pinbmonki@wp.pl;;http://www.pinbmonki.pl/;53.4044;22.8005
1165.;Powiatowy Inspektorat Nadzoru Budowlanego powiatu grodzkiego w Białymstoku;podlaskie;białostocki;Białystok;Choroszczańska ;31;15-732 ;85 744 54 55;;85 744 54 55;;pinbialystok@op.pl;;http://bip.pinbpg.wrotapodlasia.pl/;53.1394;23.1715
1166.;Powiatowy Inspektorat Nadzoru Budowlanego powiatu grodzkiego w Suwałkach;podlaskie;suwalski;Suwałki;Mickiewicza ;15;16-400;87  562 70 73;;87 562 70 73;;pinbmsuwalki@o2.pl;;https://pinb_m_suwalki.bip.gov.pl/;54.0986;22.9247
1167.;Powiatowy Inspektorat Nadzoru Budowlanego powiatu grodzkiego w Łomży;podlaskie;łomżyński;Łomża;Farna;1;18-400;86 214 12 42 ;;86 215 67 06 ;;pinbpglomza@wp.pl;;https://pinbpglomza.bip.gov.pl/;53.1789;22.0822
1168.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Białymstoku;podlaskie;białostocki;Białystok;Warszawska ;57 A;15-062;85 732 52 36;85 732 50 91;85 732 50 91;;sekretariat@psse.bialystok.pl;;https://www.gov.pl/web/psse-bialystok;53.1312;23.1745
1169.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Augustowie;podlaskie;augustowski;Augustów;Brzostowskiego;10;16-300;87 643 32 80;;87 643 32 80;;psse_augustow@epoczta.pl;;https://www.gov.pl/web/psse-augustow;53.8362;22.9872
1170.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Bielsku Podlaskim;podlaskie;bielski;Bielsk Podlaski;Białowieska;28;17-100;85 730 17 17;;85 730 80 90;;pssebielsk@wsse.bialystok.pl;;https://www.gov.pl/web/psse-bielsk-podlaski;52.7600;23.2036
1171.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Grajewie;podlaskie;grajewski;Grajewo;Plac Niepodległości ;12;19-200;86 272 26 00;;86 272 61 00;;pssegrajewo@bialystok.wsse.gov.pl;;https://www.gov.pl/web/psse-grajewo;53.6474;22.4543
1172.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Hajnówce;podlaskie;hajnowski;Hajnówka;Piłsudskiego;10;17-200;85 682 28 09;;85 682 29 89;;pssehajnowka@wsse.bialystok.pl;;https://www.gov.pl/web/psse-hajnowka;52.7354;23.5915
1173.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Kolnie;podlaskie;kolneński ;Kolno;Wojska Polskiego;4;18-500;86 278 31 91;;86 278 19 89;;pssekolno@wsse.bialystok.pl;;https://www.gov.pl/web/psse-kolno;53.4078;21.9329
1174.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Mońkach;podlaskie;moniecki ;Mońki;Tysiaclecia;5;19-100;85 716 26 17;;85 727 90 65;;sekretariat@monki.psse.gov.pl;;https://www.gov.pl/web/psse-monki;53.4061;22.8003
1175.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Sejnach;podlaskie;sejneński;Sejny;Rittlera;2;16-500;87 517 33 50;;87 517 34 50;;psse.sejny@pis.gov.pl;;https://www.gov.pl/web/psse-sejny;54.1150;23.3532
1176.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Siemiatyczach;podlaskie;siemiatycki;Siemiatycze;Kilińskiego;32;17-300;85 655 23 71;85 656 04 36;85 655 22 11;;sekretariat@pssesiemiatycze.org;;https://www.gov.pl/web/psse-siemiatycze;52.4285;22.8570
1177.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Sokółce;podlaskie;sokólski;Sokółka;1-go Maja;13 A;16-100;85 711 36 25;;85 711 36 25;;psse.sokolka@gmail.com;;https://www.gov.pl/web/psse-sokolka;53.4045;23.4981
1178.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Suwałkach;podlaskie;suwalski;Suwałki;Utrata;9A;16-400;87 565 28 60;;87 565 28 61;;psse.suwalki@pis.gov.pl;;https://www.gov.pl/web/psse-suwalki;54.1029;22.9399
1179.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Wysokiem Mazowieckiem;podlaskie;wysokomazowiecki;Wysokie Mazowieckie;1 Maja ;9;18-200;86 275 25 91;;86 275 25 85;;pssewysmaz@wp.pl;;https://www.gov.pl/web/psse-wysokie-mazowieckie;52.9122;22.5111
1180.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Zambrowie;podlaskie;zambrowski;Zambrów;Obrońców Zambrowa;50;18-300;86 276 30 71;86 276 30 70;86 276 30 72;;pssezambrow@wp.pl;;https://www.gov.pl/web/psse-zambrow;52.9808;22.2369
1181.;Powiatowa Stacja Sanitarno - Epidemiologiczna w Łomży;podlaskie;łomżyński;Łomża;Ks.Janusza I ;1;18-400;86 216 52 61;86 216 26 47;86 216 52 62;;psselomza@psselomza.pl;;https://www.gov.pl/web/psse-lomza;53.1623;22.0773
1182.;Powiatowy Inspektorat Weterynarii w Augustowie;podlaskie;augustowski;Augustów;ul.Brzostowskiego;10;16-300;876 432 286;;87 643 64 84;;augustow.piw@wetgiw.gov.pl;;https://www.e-bip.org.pl/augustowpiw;53.8362;22.9872
1183.;Powiatowy Inspektorat Weterynarii w Białymstoku;podlaskie;białostocki;Białystok;Zwycięstwa;26B;15-959;85 651 67 46;;85 652 26 35;;bialystok.miw@wetgiw.gov.pl;;http://www.piwbial.pl/;53.1379;23.1288
1184.;Powiatowy Inspektorat Weterynarii w Bielsku Podlaskim;podlaskie;bielski;Bielsk Podlaski;Dubicze;16;17-100;85 730 35 18 ;85 730 35 18;85 730 62 35;;bielskpd.piw@wetgiw.gov.pl;;http://piwbielsk.pl/;52.7673;23.2014
1185.;Powiatowy Inspektorat Weterynarii w Grajewie;podlaskie;grajewski;Grajewo;Konopska;64;19-200;86 272 39 58;;86 272 39 58;;grajewo.piw@wetgiw.gov.pl;;https://www.e-bip.org.pl/grajewopiw;53.6465;22.4361
1186.;Powiatowy Inspektorat Weterynarii w Hajnówce;podlaskie;hajnowski;Hajnówka;Warszawska ;114;17-200;85 682 25 96;;85 682 25 96;;hajnowka.piw@wetgiw.gov.pl;;http://www.piw-hajnowka.pl/;52.7276;23.5764
1187.;Powiatowy Inspektorat Weterynarii w Kolnie;podlaskie;kolneński;Kolno;Aleksandrowska;1A;18-500;86 278 26 19;86 278 26 19;86 278 26 19;;kolno.piw@wetgiw.gov.pl;;http://www.piw-kolno.4bip.pl/index.php?idg=1&id=2&x=5;53.4041;21.9247
1188.;Powiatowy Inspektorat Weterynarii w Łomży;podlaskie;łomżyński;Łomża;Nowogrodzka;160;18-400;86 216 34 54;;86 216 34 54;;sekretariat@piw.lomza.pl;lomza.miw@wetgiw.gov.pl;http://www.piw.lomza.pl/;53.1867;22.0481
1189.;Powiatowy Inspektorat Weterynarii w Mońkach;podlaskie;moniecki ;Mońki;ul. Juliusza Słowackiego;14;19-100;85 716 61 03;;85 716 61 03;;piw@piwm.pl;;http://www.monki.piw.gov.pl/;53.4061;22.8003
1190.;Powiatowy Inspektorat Weterynarii w Sejnach;podlaskie;sejneński;Sejny;ul. Zawadzkiego;19;16-500;87 516 25 11;;87 516 25 11;;sejny.piw@wetgiw.gov.pl;;http://www.piw-sejny.4bip.pl/index.php?idg=1&id=2&x=5;54.1052;23.3582
1191.;Powiatowy Inspektorat Weterynarii w Siemiatyczach;podlaskie;siemiatycki;Siemiatycze;11 Listopada;49;17-300;85 655 21 60;;85 655 21 60;;sekretariat@piw-siemiatycze.pl;;http://bip.piw-siemiatycze.pl/;52.4221;22.8671
1192.;Powiatowy Inspektorat Weterynarii w Sokółce;podlaskie;sokólski;Sokółka;3 Maja;13;16-100;85 711 89 26;;85 711 23 27;;sokolka.piw@wetgiw.gov.pl  ;;http://piwsokolka.gov.pl/;53.4052;23.4859
1193.;Powiatowy Inspektorat Weterynarii w Suwałkach;podlaskie;suwalski;Suwałki;Pułaskiego;73;16-400;87 566 54 81;;87 566 40 06;;suwalki.miw@wetgiw.gov.pl;;http://piwsuwalki.pl/;54.1565;22.9294
1194.;Powiatowy Inspektorat Weterynarii w Wysokiem Mazowieckiem;podlaskie;wysokomazowiecki;Wysokie Mazowieckie;Przechodnia;4;18-200;86 275 23 54;;86 275 36 49;;wysokiemaz.piw@wetgiw.gov.pl;;http://piw-wysmaz.pl/;52.9172;22.4988
1195.;Powiatowy Inspektorat Weterynarii w Zambrowie;podlaskie;zambrowski;Zambrów;ul. Polowa;21;18-300;862712656;;86 271 29 33;;sekretariat@piwzambrow.pl;zambrow.piw@wetgiw.gov.pl;http://www.piwzambrow.pl/;52.9890;22.2322
1196.;Pomorski Urząd Wojewódzki w Gdańsku ;pomorskie;;Gdańsk;Okopowa;21/27;80-810;58 30 77 695;;58 30 77 317;;zok@gdansk.uw.gov.pl;;http://uwgdansk.bip.gov.pl/ ;54.3435;18.6461
1197.;Komenda Wojewódzka Państwowej Straży Pożarnej w Gdańsku;pomorskie;;Gdańsk;Sosnowa;2;80-251;58 347 78 00 ;;58 347 78 33;;sekretariat@straz.gda.pl;;http://www.straz.gda.pl/  ;54.3778;18.6012
1198.;Komenda Wojewódzka Policji w Gdańsku;pomorskie;;Gdańsk;Okopowa;15;80-819;47 741-59-00;;58 301 79 10;;kwp.gdansk@gd.policja.gov.pl;;https://www.pomorska.policja.gov.pl/;54.3468;18.6458
1199.;Kuratorium Oświaty w Gdańsku;pomorskie;;Gdańsk;Wały Jagiellońskie ;24;80-853;58 322 29 00 ;;58 322 29 01;;kuratorium@kuratorium.gda.pl;;http://bip.kuratorium.gda.pl/;54.3522;18.6468
1200.;Wojewódzki Inspektorat Farmaceutyczny w Gdańsku;pomorskie;;Gdańsk;Na Stoku;50;80-874;58 300 00 92;58 300 00 93;58 320 28 58;;sekretariat@wiif.gdansk.pl;;http://wiif.nowybip.pl/;54.3482;18.6393
1201.;Wojewódzki Inspektorat Ochrony Roślin i Nasiennictwa w Gdańsku;pomorskie;;Gdańsk;Na Stoku;48;80-874;58 302 36 35;58 303 14 50;58 303 11 10;;wi-gdansk@piorin.gov.pl;;http://piorin.gov.pl/wiorin/pomorskie/ ;54.3479;18.6406
1202.;Wojewódzki Inspektorat Nadzoru Budowlanego w Gdańsku;pomorskie;;Gdańsk;Na Stoku;50;80-874;58 305 19 71;58 305 19 74;58 305 19 79 w. 35;;sekretariat@gda.winb.gov.pl;;http://bip.gda.winb.gov.pl/;54.3482;18.6393
1203.;Wojewódzka Inspekcja Geodezyjna i Kartograficzna w Gdańsku;pomorskie;;Gdańsk;Okopowa - III piętro, pokój 377 (siedziba Pomorskiego Urzędu Wojewódzkiego, wejście B);21/27;80-810;58 30 77 501;;58 307 75 21;;wingik@gdansk.uw.gov.pl;;http://uwgdansk.ssdip.bip.gov.pl/informacje-ogolne-wigik/4628_wojewodzka-inspekcja-geodezyjna-i-kartograficzna.html;54.3435;18.6461
1204.;Wojewódzki Inspektorat Ochrony Środowiska w Gdańsku;pomorskie;;Gdańsk;Trakt św. Wojciecha;293 D;80-001;58 309 49 11;;58 309 46 34;;mailto:sekretariat@gdansk.wios.gov.pl;;http://www.gdansk.wios.gov.pl/;54.3051;18.6306
1205.;Wojewódzki Inspektorat Inspekcji Handlowej w Gdańsku;pomorskie;;Gdańsk;M. Konopnickiej;4;80-240;58 341 08 77;;58 341 87 83;;sekretariat@ihgd.pl;;http://ihgd.pl/ ;54.3782;18.6098
1206.;Wojewódzki Inspektorat Jakości Handlowej Artykułów Rolno-Spożywczych w Gdańsku;pomorskie;;Gdynia;Polska;15;81-969;58 660 55 30;;58 661 71 17;;wi_gdansk@ijhars.gov.pl;;https://bip.wijhars.gdansk.pl/;54.5164;18.5402
1207.;Wojewódzki Inspektorat Weterynarii w Gdańsku;pomorskie;;Gdańsk;Na Stoku;50;80-958;58 302 32 52;;58 302 39 62;;biuro@gdansk.wiw.gov.pl;;http://www.bip.gdansk.wiw.gov.pl/ ;54.3482;18.6393
1208.;Wojewódzki Urząd Ochrony Zabytków w Gdańsku;pomorskie;;Gdańsk;Dyrekcyjna;02.kwi;80-852;58 301 62 67;;58 301 62 68;;gdansk@zabytki.mail.pl ;;http://www.ochronazabytkow.gda.pl/ ;54.3594;18.6458
1209.;Wojewódzki Inspektorat Transportu Drogowego w Gdańsku;pomorskie;;Gdańsk;Jaśkowa Dolina;50;80-286 ;58 524 12 80;;58 524 12 92;;sekretariat@witd.gdansk.pl ;;http://www.witd.gdansk.pl/ ;54.3733;18.604
