WOJEWÓDZTWO,TYP,NAZWA URZĘDU,KOD,MIASTO,ULICA,NR BUDYNKU / LOKALU,POCZTA,NR TELEFONU   wraz z nr kierunkowym,NR FAXU,ADRES E-MAIL URZĘDU,kod jednostki,ADRESY STRON BIP JEDNOSTEK KAS
wielkopolskie,OC,Oddział Celny w Nowym Tomyślu,64-300,Nowy Tomyśl,Celna ,1,Nowy Tomyśl,(61) 442 30 21,(61) 442 30 62,oc.393020@mf.gov.pl,393020,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,DUCS,Delegatura UCS w Kaliszu,62-800,Kalisz,Fabryczna ,1A,Kalisz,(62) 768 20 80,(62) 768 20 95,ucs.394000@mf.gov.pl,394000,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny w Kaliszu,62-800,Kalisz,Powstańców Wlkp. ,1-3,Kalisz,(62) 765 46 05,-,oc.394010@mf.gov.pl,394010,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny w Koninie,62-571,Modła Królewska,Skandynawska ,5,Modła Królewska,(63) 246 61 00,-,oc.394020@mf.gov.pl,394020,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,KIS,Delegatura Krajowej Informacji Skarbowej w Lesznie,64-100,Leszno,Dekana,6,Leszno,(65) 619-89-00,-,kis.leszno@mf.gov.pl,0112,www.kis.gov.pl
wielkopolskie,BWIP,Biuro Wymiany Informacji Podatkowych w Koninie,62-510,Konin,Poznańska ,46,Konin,(63) 240-19-77,(63) 240-19-88,bwip.ias.poznan@mf.gov.pl,3001,www.wielkopolskie.kas.gov.pl
zachodniopomorskie,IAS,Izba Administracji Skarbowej w Szczecinie,70-525,Szczecin,Franklina Delano Roosevelta ,1/2,Szczecin,(91) 480-36-00,(91) 480-36-56,ias.szczecin@mf.gov.pl,3201,www.zachodniopomorskie.kas.gov.pl
zachodniopomorskie,US,Urząd Skarbowy w Białogardzie,78-200,Białogard,Mickiewicza,3,Białogard,(94) 311-04-00      ,(94) 312-48-68,us.bialogard@mf.gov.pl,3202,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-bialogardzie
zachodniopomorskie,US,Urząd Skarbowy w Choszcznie,73-200,Choszczno,Lipcowa,16,Choszczno,(95) 717-43-00,(95) 717-43-61,us.choszczno@mf.gov.pl,3203,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-choszcznie
zachodniopomorskie,US,Urząd Skarbowy w Drawsku Pomorskim,78-500,Drawsko Pomorskie,Józefa Piłsudskiego ,35-37,Drawsko Pomorskie,(94)363-34-31 do 34   (94) 363-63-00,(94) 363-23-68,us.drawsko.pomorskie@mf.gov.pl,3204,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-drawsku-pomorskim
zachodniopomorskie,US,Urząd Skarbowy w Goleniowie,72-100,Goleniów,Plac Lotników ,1,Goleniów,(91) 432-15-00,(91) 418-25-98,us.goleniow@mf.gov.pl,3205,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-goleniowie
zachodniopomorskie,US,Urząd Skarbowy w Gryficach,72-300,Gryfice,Niepodległości ,54A,Gryfice,(91) 387-84-00,(91) 387-84-02,us.gryfice@mf.gov.pl,3206,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-gryficach
zachodniopomorskie,US,Urząd Skarbowy w Gryfinie,74-100,Gryfino,Szczecińska ,24,Gryfino,(91) 416-41-30; (91) 416-46-95,(91) 404-51-58,us.gryfino@mf.gov.pl,3207,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-gryfinie
zachodniopomorskie,US,Urząd Skarbowy w Kamieniu Pomorskim,72-400,Kamień Pomorski,Mieszka I ,5B,Kamień Pomorski,(91) 382-00-54       (91) 382-25-54,(91) 382-19-46,us.kamien-pomorski@mf.gov.pl,3208,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-kamieniu-pomorskim
zachodniopomorskie,US,Urząd Skarbowy w Kołobrzegu,78-100,Kołobrzeg,Armii Krajowej ,2,Kołobrzeg,(94) 355-19-00,(94) 352-48-38,us.kolobrzeg@mf.gov.pl,3209,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-kolobrzegu
zachodniopomorskie,US,Pierwszy Urząd Skarbowy w Koszalinie,75-216,Koszalin,Przemysłowa ,3,Koszalin,(94) 345-95-00,(94) 346-07-51,1us.koszalin@mf.gov.pl,3210,www.zachodniopomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-koszalinie
zachodniopomorskie,US,Drugi Urząd Skarbowy w Koszalinie,75-549,Koszalin,Stanisława Moniuszki ,15,Koszalin,(94) 347-75-00,(94) 345-24-71,2us.koszalin@mf.gov.pl,3211,www.zachodniopomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-koszalinie
zachodniopomorskie,US,Urząd Skarbowy w Myśliborzu,74-300,Myślibórz,Witolda Pileckiego,18,Myślibórz,(95) 747-72-20,(95) 747-72-59,us.mysliborz@mf.gov.pl,3212,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-mysliborzu
zachodniopomorskie,US,Urząd Skarbowy w Pyrzycach,74-200,Pyrzyce,1 Maja ,16,Pyrzyce,(91) 578-91-00,(91) 570-27-10,us.pyrzyce@mf.gov.pl,3213,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-pyrzycach
zachodniopomorskie,US,Urząd Skarbowy w Stargardzie,73-110,Stargard,Towarowa ,15,Stargard,(91) 576-32-00,(91) 576-32-01,us.stargard@mf.gov.pl,3214,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-stargardzie
zachodniopomorskie,US,Pierwszy Urząd Skarbowy w Szczecinie,70-217,Szczecin,Michała Drzymały ,5,Szczecin,(91) 813-05-00,(91) 813-72-70,1us.szczecin@mf.gov.pl,3215,www.zachodniopomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-szczecinie
zachodniopomorskie,US,Drugi Urząd Skarbowy w Szczecinie,71-417,Szczecin,Wacława Felczaka,19,Szczecin,(91) 882-31-00,(91) 882-31-15,2us.szczecin@mf.gov.pl,3216,www.zachodniopomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-szczecinie
zachodniopomorskie,US,Trzeci Urząd Skarbowy w Szczecinie,70-783,Szczecin,Lucjana Rydla ,65,Szczecin,(91) 810-34-00,(91) 810-34-36,3us.szczecin@mf.gov.pl,3217,www.zachodniopomorskie.kas.gov.pl/trzeci-urzad-skarbowy-w-szczecinie
zachodniopomorskie,US,Urząd Skarbowy w Szczecinku,78-400,Szczecinek,Mickiewicza,13.14,Szczecinek,(94) 37-14-600,(94) 37-14-681,us.szczecinek@mf.gov.pl,3218,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-szczecinku
zachodniopomorskie,US,Urząd Skarbowy w Świnoujściu,72-600,Świnoujście,Kazimierza Pułaskiego ,7,Świnoujście,(91) 322-02-00,(91) 321-54-17,us.swinoujscie@mf.gov.pl,3219,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-swinoujsciu
zachodniopomorskie,US,Urząd Skarbowy w Wałczu,78-600,Wałcz,T. Kościuszki,4,Wałcz,(67) 254-98-00,(67) 254-98-98,us.walcz@mf.gov.pl,3220,www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-walczu
zachodniopomorskie,WUS,Zachodniopomorski Urząd Skarbowy w Szczecinie,71-210,Szczecin,Żołnierska,45,Szczecin,(91) 440 65 01; (91) 440 65 09,(91) 440 67 50,kancelaria.zachodniopomorski.us@mf.gov.pl,3271,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-skarbowy-w-szczecinie
zachodniopomorskie,UCS,Zachodniopomorski Urząd Celno-Skarbowy w Szczecinie,70-515,Szczecin,Małopolska ,44,Szczecin,91 431 91 00,91 433-46-50,sekretariat.zachodniopomorski.ucs@mf.gov.pl,428000,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,DUCS,Delegatura UCS w Szczecinie,71-210,Szczecin,Żołnierska,45,Szczecin,91 440 65 12,91 433 46 50,sekretariat.zachodniopomorski.ucs@mf.gov.pl,421000,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,OC,Oddział Celny w Szczecinie,70-952,Szczecin,Energetyków,55,Szczecin,91 480 55 42,-,oc.szczecin@mf.gov.pl,421010,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,OC,Oddział Celny „Nabrzeże Łasztownia” w Szczecinie,70-603,Szczecin,Bytomska ,9,Szczecin,73 598 20 67,-,oc.lasztownia@mf.gov.pl,421030,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,OC,Oddział Celny Port Lotniczy Szczecin-Goleniów,72-100,Goleniów,Glewice ,1A,Glewice,91 481 75 25,-,oc.goleniow@mf.gov.pl,421050,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,OC,Oddział Celny w Świnoujściu ,72-602,Świnoujście,Dworcowa ,1,Świnoujście,66 059 98 85,-,oc.swinoujscie@mf.gov.pl,421080,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,DUCS,Delegatura UCS w Koszalinie,75-620,Koszalin,Racławicka,3-5,Koszalin,"94 317 01 00, 94 317 01 20",94 317-01-80,2sekretariat.zachodniopomorski.ucs@mf.gov.pl,422000,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,OC,Oddział Celny w Koszalinie,75-216,Koszalin,Przemysłowa ,3,Koszalin,94 341 61 03,94 341 60 87,oc.koszalin@mf.gov.pl,422010,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,OC,Oddział Celny w Kołobrzegu,78-100,Kołobrzeg,Portowa ,41,Kołobrzeg,94 352 57 87,94 352 51 09,oc.kolobrzeg@mf.gov.pl,422020,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
zachodniopomorskie,OC,Oddział Celny w Szczecinku,78-400,Szczecinek,Cieślaka ,4,Szczecinek,94 374 67 81,94 372 11 68,oc.szczecinek@mf.gov.pl,422030,www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
