amenity,capacity,email,name,official_name,opening_hours,operator,operator:type,operator:website,phone,website,wheelchair
kindergarten,28,ewelina.szczechu@gmail.com,Niepubliczny Żłobek Montessori Wesoły Jeżyk Ewelina Szczęch,"Niepubliczny Żłobek Montessori ""Wesoły Jeżyk"" Ewelina Szczęch",Mo-Fr 07:00-17:00,Niepubliczny Żłobek Montesorri Wesoły Jeżyk Ewelina Szczęch,private,www.wesolyjezyk.pl,+48 791 501 115,https://www.wesolyjezyk.pl,yes
kindergarten,28,anita.pigula12345@wp.pl,Niepubliczny żłobek Tuptuś,"Niepubliczny żłobek ""Tuptuś""",Mo-Fr 07:00-17:00,Anita Piguła,private,,+48 661 409 428,https://,no
kindergarten,17,kontakt@basniowadolina.pl,Niepubliczny Żłobek Baśniowa Dolina,Niepubliczny Żłobek Baśniowa Dolina,Mo-Fr 7:00-18:00,Karolina Góral Przedszkole i Żłobek Baśniowa Dolina,private,www.basniowadolina.pl,+48 696 765 772,https://www.basniowadolina.pl,no
kindergarten,20,kontakt@stacjaedukacja.net,Żłobek Stacja Edukacja IV,Żłobek Stacja Edukacja IV,Mo-Fr 7:40-17:10,Akademia Rozwoju Dzieci Sp. z o.o.,,www.stacjaedukacja.net,+48 733 009 111,https://stacjaedukacja.net/,yes
kindergarten,20,zlobekbak@wp.pl,Żłobek Publiczny w Bakałarzewie,Żłobek Publiczny w Bakałarzewie,Mo-Fr 6:30-16:30,Gmina Bakałarzewo,public,,+48 514 704 889,https://,no
kindergarten,20,zlobekkolorowenutki@gmail.com,Żłobek kolorowe nutki,ŻŁOBEK KOLOROWE NUTKI,Mo-Fr 06:30-16:30,Niga Sp. z o. o.,,,+48 608 400 086,https://,no
kindergarten,15,przedszkole.promyczek24@gmail.com,Żłobek Promyczek,Żłobek Promyczek,Mo-Fr 6:30-17:00,Wiesław Nieradka Żłobek Promyczek,,,+48 166 700 350,https://,yes
kindergarten,28,b.garden@przedszkolefairplay.wroclaw.pl,Niepubliczny żłobek Fair Play,Niepubliczny żłobek Fair Play,Mo-Fr 7:00-18:00,N.S.FAIR PLAY Natalia Skrzypacz,private,,+48 692 120 988,https://przedszkolefairplay.info.pl/placowka/wroclaw-legnicka-48,no
kindergarten,15,sekretariat@urwisek-police.pl,Niepubliczny Żłobek Urwisek,"Niepubliczny Żłobek ""Urwisek""",Mo-Fr 07:00-16:00,Centrum Edukacyjne Urwisek Katarzyna Szulecka,private,,+48 914 215 630,http://www.urwisek-police.pl/sloneczna/,no
kindergarten,29,magicznakraina1@wp.pl,Niepubliczny Żłobek Magiczna Kraina,"Niepubliczny Żłobek ""Magiczna Kraina""",Mo-Fr 07:00-17:00,MAGICZNA KRAINA Edyta Piątek,private,https://www.krakow-zlobek.pl/,+48 796 050 283,https://www.krakow-zlobek.pl/,no
kindergarten,25,magicznakraina1@wp.pl,Niepubliczny Żłobek Magiczna Kraina,"Niepubliczny Żłobek ""Magiczna Kraina""",Mo-Fr 07:00-17:00,MAGICZNA KRAINA Edyta Piątek,private,https://www.krakow-zlobek.pl/,+48 796 050 283,https://www.krakow-zlobek.pl/,no
kindergarten,30,zlobekelmo@gmail.com,Żłobek ELMO,Żłobek ELMO,Mo-Fr 7:00-17:00,Żłobek Elmo Zbigniew Kluba,,,+48 601 618 049,https://,no
kindergarten,28,izzabienkowska@gmail.com,Prywatny Żłobek Stumilowy Las Barbara Kaczmarek,"Prywatny Żłobek ""Stumilowy Las"" Barbara Kaczmarek",Mo-Fr 07:00-18:00,"1. Prywatny Żłobek, Punkt Przedszkolny Stumilowy Las Barbara Kaczmarek 2.Gabinet Terapeutyczny Syczek",private,,+48 692 253 423,https://,no
kindergarten,35,kontakt@zlobeksielanka.pl,Żłobek Sielanka,Żłobek Sielanka,Mo-Fr 06:30-17:00,"Sielanka - Agnieszka Jurczyk, Alina Solich spółka cywilna",,www.zlobeksielanka.pl,+48 696 555 139,https://www.zlobeksielanka.pl,yes
kindergarten,50,alicjabosak.gadu@gmail.com,Gadu Gadu Niepubliczny Żłobek Kangurek,Gadu Gadu Niepubliczny Żłobek Kangurek,Mo-Fr 6:30-17:00,Gadu Gadu Centrum Terapeutyczno-Rehabilitacyjne Alicja Bosak,private,zlobekkangurek.pespartner.pl,+48 694 485 094,https://kangurek-zamosc.pl,yes
kindergarten,36,starkids.zlobek.lublin@gmail.com,Żłobek Star Kids,Żłobek Star Kids,Mo-Fr 6:00-17:00,Fundacja MPM,,,+48 508 072 870,https://,no
kindergarten,30,integroom123@gmail.com,Żłobek Misiaczkowo 2,Żłobek Misiaczkowo 2,Mo-Fr 07:00-17:00,Małgorzata Lotko INTEGROOM,,www.integroom.com.pl,+48 796 585 467,https://www.misiaczkowo.pl,no
childcare,25,dyrekcjaakademiamalucha@gmail.com,Klub Dziecięcy Akademia Malucha,"Klub Dziecięcy ""Akademia Malucha""",Mo-Fr 6:30-17:30,Akademia Malucha Emilia Klimczak,,www.akademiamalucha.gda.pl,+48 690 055 635,https://www.akademiamalucha.gda.pl,no
kindergarten,96,dyrektor@zlobekpszenno.pl,Żłobek Gminny w Pszennie,Żłobek Gminny w Pszennie,,Gmina Świdnica,public,www.gzoswidnica.pl,+48 537 542 815,https://,no
kindergarten,13,mallew68@o2.pl,Żłobek Niepubliczny Junior,Żłobek Niepubliczny Junior,Mo-Fr 06:30-17:00,Małgorzata lewczuk-grobelska żubr,private,kubusprzedszkola@gmail.com,+48 516 104 477,https://,yes
kindergarten,24,zlobek@zlobek.druzbice.pl,Gminny Żłobek w Drużbicach,Gminny Żłobek w Drużbicach,Mo-Fr 7:00-17:00,Gmina Drużbice,public,www.druzbice.pl,+48 601 720 846,https://,yes
kindergarten,16,szpdobrzykow@o2.pl,Żłobek Samorządowy w Dobrzykowie,Żłobek Samorządowy w Dobrzykowie,Mo-Su 06:00-16:00,Miasto i Gmina Gąbin,public,www.gabin.pl,+48 242 775 611,https://,yes
kindergarten,44,dyrektor.pulawy@misietulisie.edu.pl,Żłobek Misie Tulisie Puławy,"Żłobek ""Misie Tulisie"" Puławy",Mo-Fr 07:00-17:00,Polskie towarzystwo edukacyjne spółka z ograniczoną odpowiedzialnością,,,+48 576 000 196,https://www.misietulisie.edu.pl,no
kindergarten,46,biuropsotnestopki@gmail.com,Psotne Stópki Żłobek Niepubliczny,Psotne Stópki Żłobek Niepubliczny,Mo-Fr 06:45-17:00,Psotne Stópki spółka cywilna Justyna Grzejdziak Wioletta Beśka,private,,+48 516 129 450,https://,yes
kindergarten,37,slodziakizlobek@gmail.com,Niepubliczny Żłobek Słodziaki,Niepubliczny Żłobek Słodziaki,Mo-Fr 7:00-17:00,Niepubliczny Żłobek Słodziaki Jakub Królikowski,private,www.slodziakizlobek.pl,+48 508 118 451,https://www.slodziakizlobek.pl,no
kindergarten,22,renszymanska@wp.pl,niepubliczny żłobek Promyczek w Koszalinie,niepubliczny żłobek Promyczek w Koszalinie,Mo-Fr 06:30-16:30,Przedsiębiorstwo Wielobranżowe PROMYCZEK Patryk Szymański,private,http://www.promyczek-zlobek.pl,+48 512 338 453,https://www.promyczek-zlobek.pl,no
kindergarten,150,zlobek71@zlobki.waw.pl,Żłobek nr 71,Żłobek nr 71,Mo-Fr 07:00-17:30,m.st. Warszawa,,um.warszawa.pl,+48 885 524 242,https://www.zlobki.waw.pl,no
childcare,21,wplywnatury.gdansk@gmail.com,Klub dziecięcy Wpływ Natury,Klub dziecięcy Wpływ Natury,Mo-Fr 06:30-17:00,Akademia Malucha Emilia Klimczak,,www.akademiamalucha.gda.pl,+48 512 492 166,https://wplywnatury.pl,no
kindergarten,25,zlobek.emotki@vp.pl,Żłobek Emotki,Żłobek Emotki,Mo-Fr 08:00-17:00,JWP Ostatnie Piętro Paweł Łyda,,,+48 537 711 313,https://www.zlobekemotki.pl,no
kindergarten,14,zlobek.slodziaki@wp.pl,Niepubliczny Żłobek Słodziaki,Niepubliczny Żłobek Słodziaki,Mo-Fr 06:30-17:00,Słodziaki monika pawlak,private,,+48 509 148 970,https://,no
kindergarten,23,basniowakraina@onet.pl,Baśniowa kraina ewa jurgiel,BAŚNIOWA KRAINA EWA JURGIEL,Mo-Fr 06:30-16:00,Baśniowa Kraina Ewa Jurgiel,,,+48 665 994 569,https://,yes
kindergarten,48,zlobekolinutki@gmail.com,Niepubliczny żłobek artystyczny Olinutki,Niepubliczny żłobek artystyczny Olinutki,Mo-Fr 7:00-17:00,Aleksandra Matowicka,private,www.olinutki.com,+48 694 390 701,https://www.olinutki.com,no
kindergarten,38,mzp.wegliniec@interia.pl,Miejski Żłobek Publiczny im. Kubusia Puchatka w Węglińcu,Miejski Żłobek Publiczny im. Kubusia Puchatka w Węglińcu,Mo-Fr 06:00-16:00,Gmina Węgliniec,public,www.wegliniec.pl,+48 668 401 452,https://zlobekwegliniec.pl,yes
childcare,16,m.szydlo2@gmail.com,Klub Malucha Tuptuś,Klub Malucha Tuptuś,Mo-Fr 06:30-16:30,STREFA ROZWOJU Monika Szydło,,,+48 888 653 552,https://,no
kindergarten,25,biuro@przedszkole-kolorowekredki.pl,Niepubliczny Żłobek Kolorowe Kredki,"Niepubliczny Żłobek ""Kolorowe Kredki""",Mo-Fr 7:00-17:00,Im trade sp. z o. o. spółka komandytowa,private,,+48 501 710 512,http://retkinia.zlobek-kolorowekredki.pl/,no
kindergarten,40,zlobek.naszaplaneta@gmail.com,Żłobek Nasza Planeta,Żłobek Nasza Planeta,Mo-Fr 7:00-18:00,Education&Care sp. z o.o.,,,+48 786 100 257,https://www.naszaplaneta.net/,no
childcare,15,sp-korzecznik@wp.pl,Klub Malucha Kraina Radosnych Smyków,"Klub Malucha ""Kraina Radosnych Smyków""",Mo-Fr 7:00-16:00,Stowarzyszenie Z Edukacją w Przyszłość,,www.korzecznik.eu,+48 632 735 218,https://www.korzecznik.eu,yes
kindergarten,96,dyrektor.zlobek2@bialogard.info; sekretariat.zlobek2@bialogard.info; zlobek2@bialogard.info;,Żłobek Miejski Gryfuś w Białogardzie,"Żłobek Miejski ""Gryfuś"" w Białogardzie",Mo-Fr 6:00-16:30,Żłobek Miejski Gryfuś w Białogardzie,,,,https://,no
kindergarten,30,zlobek@maluchuwieliny.pl,Niepubliczny Żłobek Maluch,Niepubliczny Żłobek Maluch,Mo-Fr 07:00-17:00,NOBO Norbert Bogucki,private,www.maluchuwieliny.pl,+48 501 517 449,https://www.maluchuwieliny.pl,no
kindergarten,16,helloprzedszkolezlobek@gmail.com,Anglojęzyczny Niepubliczny Żłobek HELLO,"Anglojęzyczny Niepubliczny Żłobek ""HELLO""",,Quality prestige spółka z ograniczoną odpowiedzialnością,private,,+48 512 229 999,https://,no
kindergarten,47,marta@zakatek.us,Zakątek malucha,ZAKĄTEK MALUCHA,Mo-Fr 6:30-16:30,Marta Stasiewicz,,WWW.ZAKATEK.US,+48 512 248 411,https://www.zakatek.us,no
kindergarten,25,sloneczny.domek@wp.pl,Niepubliczny  Żłobek Słoneczny Domek,Niepubliczny  Żłobek Słoneczny Domek,Mo-Fr 6:30-17:30,Słoneczny Domek Karolina Kąkol,private,www.slonecznydomek.com.pl,+48 502 665 382,https://www.slonecznydomek.com.pl,no
kindergarten,25,biuro@milovekroczki.pl,MILOVE KROCZKI Katarzyna Marek,MILOVE KROCZKI Katarzyna Marek,Mo-Fr 07:00-17:00,MILOVE KROCZKI Katarzyna Marek,,www.milovekroczki.pl,+48 784 646 568,https://www.milovekroczki.pl,no
kindergarten,158,zlobek72@zlobki.waw.pl,Żłobek nr 72,Żłobek nr 72,Mo-Fr 07:00-17:30,m.st. Warszawa,,um.warszawa.pl,+48 885 524 240,https://www.zlobki.waw.pl,no
kindergarten,100,m.budny@pozytywneinicjatywy.pl,Pozytywny żłobek nr 8 w Gdańsku,Pozytywny żłobek nr 8 w Gdańsku,Mo-Fr 07:00-17:00,Fundacja Pozytywne Inicjatywy,,www.pozytywneinicjatywy.pl,+48 538 127 653,https://zlobki-gdansk.pozytywneinicjatywy.pl/,yes
childcare,28,zlobek_gizycko@wp.pl,Klub dziecięcy małe misie ii,KLUB DZIECIĘCY MAŁE MISIE II,Mo-Fr 6:30-16:30,"Centrum edukacji, zabawy i rozwoju dzieci Małe Misie Magdalena Gajewska",,www.zlobekgizycko.pl,+48 500 156 097,https://www.zlobekgizycko.pl,yes
kindergarten,20,dyrektor.zlobek@rymanow.pl,Gminny Żłobek Wesołe Maluchy w Rymanowie - Zdroju - Desznie  (Zespół Żłobków Gminy Rymanów),"Gminny Żłobek ""Wesołe Maluchy"" w Rymanowie - Zdroju - Desznie  (Zespół Żłobków Gminy Rymanów)",Mo-Fr 6:30-16:30,Gmina Rymanów,public,www.rymanow.pl,+48 732 602 708,https://www.rymanow.pl,yes
kindergarten,40,adriana.derda@wp.pl,Niepubliczny Żłobek  Domkowo,Niepubliczny Żłobek  Domkowo,Mo-Fr 06:45-17:00,Niepubliczny Żłobek i Przedszkole  Domkowo Adriana Derda,private,,+48 797 249 541,https://,no
kindergarten,16,lukasz.kutnik@kurow.eu,Urząd Gminy Kurów (puławski),Urząd Gminy Kurów (puławski),Mo-Fr 6:30-16:00,Gmina Kurów,public,www.kurow.eu,+48 818 811 041,https://www.gpkurow.pl,no
kindergarten,17,biuro@kolorowepiorka.pl,Niepubliczny Żłobek Kolorowe Piórka,"Niepubliczny Żłobek ""Kolorowe Piórka""",Mo-Fr 07:00-17:00,Paweł Wójtowicz,private,www. kolorowepiorka.pl,+48 531 098 042,https://www.kolorowepiorka.pl,no
kindergarten,60,biuro@przedszkole.olesnica.pl,Żłobek U Kubusia Puchatka,"Żłobek ""U Kubusia Puchatka""",Mo-Fr 7:00-17:00,Euro Trend Sylwia Sendek,,www.przedszkole.olesnica.pl,+48 717 570 883,https://www.przedszkole.olesnica.pl,no
kindergarten,22,kontakt@pocemon.pl,Żłobek Montessori POCEMON II,Żłobek Montessori POCEMON II,Mo-Fr 8:00-17:00,Pogodne przedszkole montessori sp. z o.o.,,https://www.pocemon.pl/zlobek,+48 660 670 306,https://www.pocemon.pl/zlobek,no
kindergarten,88,zzm@zlobek10.szczecin.pl,Żłobek nr 10,Żłobek nr 10,Mo-Fr 06:00-17:00,Gmina Miasto Szczecin,public,https://www.szczecin.eu/pl,+48 502 439 159,https://zlobek10.szczecin.pl,no
kindergarten,20,przedszkole@fasolka.edu.pl,Niepubliczny Żłobek Fasolka,Niepubliczny Żłobek Fasolka,Mo-Fr 06:30-17:30,Niepubliczny Żłobek i Przedszkole Fasolka Lidia Kwietniewska-Cabaj,private,www.fasolka.edu.pl,+48 787 448 440,https://www.fasolka.edu.pl,yes
kindergarten,14,sekretariat@zlobek.rzgow.pl,Żłobek Gminny w Rzgowie,Żłobek Gminny w Rzgowie,Mo-Fr 06:30-17:30,Gmina Rzgów,public,https://www.rzgow.pl/,+48 422 142 506,https://www.zlobek.rzgow.pl,yes
kindergarten,32,zlobek@jemielnica.pl,Publiczny Żłobek w Jemielnicy,Publiczny Żłobek w Jemielnicy,Mo-Fr 07:00-17:00,Gmina jemielnica,public,www.jemielnica.pl,+48 774 010 565,https://www.zlobek.jemielnica.pl,yes
kindergarten,22,kontakt@lowcyprzygod.edu.pl,Niepubliczny żłobek mali odkrywcy,"NIEPUBLICZNY ŻŁOBEK ""MALI ODKRYWCY""",Mo-Fr 07:30-17:30,PAKA Agencja Reklamowa Katarzyna Bochnia,private,,+48 570 560 690,https://www.lowcyprzygod.edu.pl,yes
kindergarten,20,wssg@vp.pl,Nowe miejsca opieki żłobkowej w Przeworsku,Nowe miejsca opieki żłobkowej w Przeworsku,Mo-Fr 7:00-17:00,Wyższa Szkoła Społeczno Gospodarcza,,www.wssgprzeworsk.edu.pl,+48 731 776 775,https://,no
kindergarten,40,ozon@ozon2.pl,Niepubliczny Żłobek Ozonki,Niepubliczny Żłobek Ozonki,Mo-Fr 07:00-18:00,"A.Góralska , M.Talaga-Poznańska, J.Wróbel s.c.",private,,+48 696 779 069,https://www.ozon2.pl,yes
kindergarten,28,kurka.przedszkole@gmail.com,Dawid pawlicki żłobek,DAWID PAWLICKI ŻŁOBEK,Mo-Fr 06:00-17:00,Dawid Pawlicki Żłobek,,,+48 516 855 388,https://,no
kindergarten,15,zlobek.tczow@gmail.com,Gminny Żłobek w Tczowie,Gminny Żłobek w Tczowie,Mo-Fr 7:15-16:15,Gmina Tczów,public,www.tczow.pl,,https://,no
kindergarten,25,lokomotywa2@malopolska.edu.pl,Niepubliczny Żłobek - Lokomotywa,Niepubliczny Żłobek - Lokomotywa,Mo-Fr 06:30-17:30,Małopolskie centrum edukacji lokomotywa sp. z o. o.,private,www.malopolska.edu.pl,+48 514 910 010,https://www.lokomotywa.net.pl,yes
childcare,30,klubjakubabci@gmail.com,Klub Dziecięcy Jak u Babci Halina Gawron,"Klub Dziecięcy ""Jak u Babci"" Halina Gawron",Mo-Fr 06:30-17:00,Klub Dziecięcy Jak u Babci Halina Gawron,,,+48 533 708 908,https://,no
kindergarten,51,przedszkole-stefek.l@o2.pl,Żłobek stefek burczymucha w lęborku,ŻŁOBEK STEFEK BURCZYMUCHA W LĘBORKU,Mo-Fr 6:00-18:00,Stalem s.c. jarosław stani piotr protasiuk,,www.stefekburczymucha.pl,+48 784 014 827,https://www.stefekburczymucha.pl,no
kindergarten,72,krakowska@zlobekkolorowekredki.pl,Kolorowe Kredki Krakowska,Kolorowe Kredki Krakowska,Mo-Fr 07:00-17:00,"Kolorowe Kredki 2 s.c. Tobiasz Butniak, Barbara Jurkowska, Amelia Miszczyszyn",,www.zlobekkolorowekredki.pl,+48 506 403 573,http://zlobekkolorowekredki.pl/,no
childcare,12,sekretariat@zsceglow.pl,Klub Dziecięcy w Cegłowie,Klub Dziecięcy w Cegłowie,Mo-Fr 07:00-17:00,Gmina Cegłów,public,www.ceglow.pl,+48 257 570 179,https://www.zsceglow.pl,yes
kindergarten,24,lesnyzakatek.zbaszynek@wp.pl,Niepubliczny Żłobek Leśny Zakątek,Niepubliczny Żłobek Leśny Zakątek,Mo-Fr 06:30-16:00,Alles Michał Urbanowicz,private,,,https://,yes
kindergarten,24,zlobek@garwolin.pl,Publiczny Żłobek Garwolińska Kraina Malucha,"Publiczny Żłobek ""Garwolińska Kraina Malucha""",Mo-Fr 6:00-18:00,Miasto Garwolin,public,www.garwolin.pl,+48 257 864 260,https://,yes
kindergarten,30,zlobekborowkalodz@gmail.com,Żłobek Borówka,Żłobek Borówka,Mo-Fr 6:00-18:00,Edu - koncept spółka z ograniczoną odpowiedzialnością,,,+48 533 811 812,https://,yes
kindergarten,28,zlobektrampolina@gmail.com,Niepubliczny Żłobek Trampolina w Henrykowie,"Niepubliczny Żłobek ""Trampolina"" w Henrykowie",Mo-Fr 6:30-17:00,Zgromadzenie Zakonne Małe Dzieło Boskiej Opatrzności - Orioniści Prowincja Polska,private,,+48 503 614 186,https://,yes
childcare,11,beatak.69@o2.pl,Klub dziecięcy Nutka,"Klub dziecięcy ""Nutka""",Mo-Fr 09:00-14:00,"Klub dziecięcy Wiolinek, klub dziecięcy  Nutka Beata Kalus",,,+48 660 080 335,https://,yes
kindergarten,83,zlobekcitykids@gmail.com,Niepubliczny Żłobek CityKids,Niepubliczny Żłobek CityKids,Mo-Fr 06:30-18:00,EduTom Elżbieta Tomczyk,private,@CityKidswawa,+48 601 498 306,https://,no
kindergarten,30,ponikowska.aleksandra@gmail.com,Niepubliczny Żłobek Morelove Nursery,Niepubliczny Żłobek Morelove Nursery,,DM2 Spółka z ograniczoną odpowiedzialnością,private,,+48 512 328 936,https://,no
kindergarten,16,przedszkole.piechcin@poczta.internetdsl.pl,Oddział Żłobkowy w Przedszkolu w Piechcinie,Oddział Żłobkowy w Przedszkolu w Piechcinie,Mo-Fr 6:00-16:00,Gmina Barcin,public,www.barcin.pl,+48 523 837 278,https://przedszkolepiechcin.edupage.org,yes
kindergarten,20,info@lesneskrzaty.info.pl,Anglojęzyczny Niepubliczny Żłobek LEŚNE SKRZATY,Anglojęzyczny Niepubliczny Żłobek LEŚNE SKRZATY,Mo-Fr 7:00-17:00,PBP Paweł Bednarski,private,,+48 797 999 328,https://www.lesneskrzaty.info.pl,yes
kindergarten,12,zlobek@wadowice.pl,Żłobek Muchomorek,Żłobek Muchomorek,Mo-Fr 6:30-16:30,Gmina Wadowice,public,www.wadowice.pl,+48 338 233 372,http://przedszkole3wadowice.pl/,no
childcare,14,eliza.sapeta@gmail.com,Klub Malucha w Sadzie Przybędza 2,Klub Malucha w Sadzie Przybędza 2,Mo-Fr 06:00-17:00,"Żłobek w sadzie, przedszkole w górach eliza sapeta",,www.zlobekwsadzie.pl,+48 697 909 134,https://www.zlobekwsadzie.pl,no
kindergarten,15,przystanmalucha@wp.pl,Niepubliczny Żłobek Przystań Malucha,Niepubliczny Żłobek Przystań Malucha,Mo-Fr 6:30-17:00,Weronika Goyke,private,,+48 690 931 675,https://,no
kindergarten,20,annalachowicz0@wp.pl,Żłobek jedyneczka,ŻŁOBEK JEDYNECZKA,Mo-Fr 06:30-16:30,Anna Lachowicz,,,+48 609 499 084,https://,no
childcare,17,pes.fundacjamak@gmail.com,Małe Aktywne Krasnoludki Klub Dziecięcy w Wiślicy,"""Małe Aktywne Krasnoludki"" Klub Dziecięcy w Wiślicy",Mo-Fr 06:45-16:30,Fundacja Małgorzaty i Arkadiusza Kochanowiczów M.A.K,,,+48 880 622 336,https://,no
kindergarten,69,biuro@zatoka-przygod.pl,Niepubliczny Żłobek Zatoka Przygód,"Niepubliczny Żłobek ""Zatoka Przygód""",Mo-Fr 6:30-18:00,Niepubliczne Przedszkole i Żłobek Zatoka Przygód Patrycja Kardas,private,www.zatoka-przygod.pl,+48 883 908 811,https://www.zatoka-przygod.pl,yes
kindergarten,50,cezary@e-cezar.pl,Żłobek Słoneczne nutki,"Żłobek ""Słoneczne nutki""",Mo-Fr 06:30-16:30,Cezary Schiff,,radosnenutki.pl,+48 781 616 661,https://slonecznenutki.pl,yes
kindergarten,24,wieliczka@zielonawieza.pl,Niepubliczny Żłobek Zielona Wieża Wieliczka,Niepubliczny Żłobek Zielona Wieża Wieliczka,Mo-Fr 07:15-16:30,Agnieszka Kwiecień Pracownia świata,private,,+48 531 296 646,https://zielonawieza.pl,yes
kindergarten,18,papierska@wp.pl,Żłobek Montessori w Krotoszynie,Żłobek Montessori w Krotoszynie,Mo-Fr 7:00-16:00,Fundacja Montessori i kropka,,"Kołłataja, 3a",+48 502 360 866,https://,no
kindergarten,30,zlobek.goworowo@gmail.com,Żłobek Samorządowy w Goworowie,Żłobek Samorządowy w Goworowie,Mo-Fr 06:30-17:00,Gmina Goworowo,public,,+48 504 732 207,https://,yes
childcare,20,KLUB_DZIDZIUSIOWO@WP.PL,Klub Maluszka Dzidziusiowo 2,Klub Maluszka Dzidziusiowo 2,Mo-Fr 6:30-17:00,Alicja Nastały,,,+48 608 841 585,https://,no
childcare,30,smyk@starekurowo.pl,Klub Dziecięcy SMYK w Starym Kurowie,Klub Dziecięcy SMYK w Starym Kurowie,Mo-Fr 6:30-16:30,Gmina Stare Kurowo,public,www.starekurowo.pl,+48 798 581 861,https://smyk.starekurowo.pl,yes
childcare,20,janiakmagda@wp.pl,Akademia Dziecka Tęczowy Zakątek,Akademia Dziecka Tęczowy Zakątek,Mo-Fr 6:30-17:00,Mabi Magdalena Janiak - Pora,,www.teczowyzakatek.com,+48 604 239 323,https://,no
kindergarten,18,melgiew@melgiew.pl,Gminny żłobek w mełgwi 10 skarpetek,GMINNY ŻŁOBEK W MEŁGWI 10 SKARPETEK,Mo-Fr 6:30-16:30,Gmina mełgiew,public,,,https://,yes
childcare,15,biuro@hopsasa.com.pl,Hopsasa aleksandra wiatrowicz,HOPSASA ALEKSANDRA WIATROWICZ,Mo-Fr 7:00-17:00,Hopsasa Aleksandra Wiatrowicz,,www.hopsasa.com.pl,+48 575 046 772,https://www.hopsasa.com.pl,no
kindergarten,38,anna.kublin@gmail.com,Anna Kublin Żłobek Pod Dębami,Anna Kublin Żłobek Pod Dębami,Mo-Fr 7:00-16:00,Anna Kublin Żłobek Pod Dębami,,pod-debami.edu.pl,+48 504 216 825,https://pod-debami.edu.pl,yes
kindergarten,29,dariusz.starosta1@wp.pl,Żłobek PLASTUŚ,Żłobek PLASTUŚ,Mo-Fr 07:00-17:00,Przedszkole Niepubliczne PLASTUŚ Monika i Dariusz Starosta s.c.,,Polska,+48 668 338 898,https://www.plastus.edu.pl,no
kindergarten,20,puchatkowa.olkusz@gmail.com,"Prywatny żłobek ,,puchatkowa kraina marta szymańska","PRYWATNY ŻŁOBEK ,,PUCHATKOWA KRAINA"" MARTA SZYMAŃSKA",Mo-Fr 7:00-17:00,Marta Szymańska,private,,+48 502 571 014,https://,no
kindergarten,25,biuro@centrumosesek.pl,Niepubliczny Żłobek Osesek,Niepubliczny Żłobek Osesek,Mo-Fr 07:00-17:00,Beata Laskowska,private,www.centrumosesek.pl,+48 510 868 460,https://www.centrumosesek.pl,yes
kindergarten,60,zlobek@bajkowakrainadrawsko.pl,Żłobek bajkowa kraina w drawsku pomorskim,ŻŁOBEK BAJKOWA KRAINA W DRAWSKU POMORSKIM,Mo-Fr 06:30-16:30,Fundacja partnerstwo dla rozwoju,,,,https://www.bajkowakrainadrawsko.pl,yes
kindergarten,60,biuro@first-steps.pl,First Steps,First Steps,Mo-Fr 07:30-18:30,First Steps Sp. z o. o.,,https://first-steps.pl/,+48 790 807 113,https://first-steps.pl/,no
kindergarten,50,zlobek@goscino.pl,Żłobek miejski  „ akademia malucha  w gościnie,"ŻŁOBEK MIEJSKI  „ AKADEMIA MALUCHA""  W GOŚCINIE",Mo-Fr 6:30-16:30,Gmina gościno,public,www.goscino.com.pl,,https://www.zlobek.goscino.pl,no
kindergarten,23,zlobek@lukowica.pl,Żłobek samorządowy maluszek w łukowicy,"ŻŁOBEK SAMORZĄDOWY ""MALUSZEK"" W ŁUKOWICY",Mo-Fr 06:30-16:30,Gmina Łukowica,public,nowa.lukowica.pl,+48 185 330 738,https://nowa.lukowica.pl,yes
kindergarten,104,bajkosfera303@gmail.com,Publiczny Żłobek nr 9 Bajkosfera,Publiczny Żłobek nr 9 Bajkosfera,Mo-Fr 7:00-17:00,Barbara Wierzbowska,,,+48 501 510 194,https://,no
kindergarten,34,lesneskrzatyzlobek@gmail.com,Żłobek niepubliczny Leśne skrzaty Małgorzata Rucińska,"Żłobek niepubliczny ""Leśne skrzaty"" Małgorzata Rucińska",Mo-Fr 6:30-17:00,Żłobek niepubliczny Leśne skrzaty Małgorzata Rucińska,private,,+48 721 491 570,https://www.zlobeklesneskrzaty.pl,yes
kindergarten,58,sekretariat@zlobekgdow.pl,Samorządowy Żłobek w Gdowie,Samorządowy Żłobek w Gdowie,Mo-Fr 6:30-16:30,Gmina Gdów,public,,+48 123 915 566,https://,no
